,date,lme_copper_cash,lme_copper_three_month,lme_copper_stock
510,07. April 2020,"5,067.50","5,085.50","216,500"
511,06. April 2020,"4,867.00","4,881.00","217,475"
512,03. April 2020,"4,863.50","4,880.50","218,525"
513,02. April 2020,"4,821.50","4,840.50","219,925"
514,01. April 2020,"4,772.00","4,787.00","221,200"
515,31. March 2020,"4,797.00","4,811.50","222,225"
516,30. March 2020,"4,763.00","4,773.00","222,900"
517,27. March 2020,"4,774.00","4,785.50","223,725"
518,26. March 2020,"4,775.50","4,789.50","224,375"
519,25. March 2020,"4,754.00","4,766.50","225,175"
520,24. March 2020,"4,789.50","4,797.50","226,200"
521,23. March 2020,"4,617.50","4,626.50","227,325"
522,20. March 2020,"4,855.00","4,868.00","227,875"
523,19. March 2020,"4,685.00","4,690.00","231,025"
524,18. March 2020,"4,860.50","4,881.00","233,150"
525,17. March 2020,"5,205.00","5,218.00","220,325"
526,16. March 2020,"5,211.00","5,221.00","179,725"
527,13. March 2020,"5,530.50","5,548.00","183,700"
528,12. March 2020,"5,386.50","5,400.00","187,450"
529,11. March 2020,"5,552.00","5,562.00","189,725"
530,10. March 2020,"5,598.00","5,608.50","190,425"
531,09. March 2020,"5,483.00","5,495.00","194,125"
532,06. March 2020,"5,624.00","5,640.00","200,275"
533,05. March 2020,"5,667.50","5,688.00","203,275"
534,04. March 2020,"5,694.50","5,718.00","206,575"
535,03. March 2020,"5,668.00","5,689.00","211,225"
536,02. March 2020,"5,640.00","5,657.00","216,950"
537,28. February 2020,"5,573.00","5,597.00","218,175"
538,27. February 2020,"5,618.00","5,640.00","219,875"
539,26. February 2020,"5,614.00","5,639.50","221,425"
540,25. February 2020,"5,663.50","5,687.00","160,250"
541,24. February 2020,"5,657.50","5,681.00","161,575"
542,21. February 2020,"5,702.00","5,727.00","163,425"
543,20. February 2020,"5,730.00","5,746.00","164,850"
544,19. February 2020,"5,745.50","5,770.00","166,425"
545,18. February 2020,"5,728.00","5,758.00","166,475"
546,17. February 2020,"5,802.00","5,811.00","161,400"
547,14. February 2020,"5,737.00","5,753.00","162,375"
548,13. February 2020,"5,716.00","5,740.00","164,550"
549,12. February 2020,"5,747.00","5,764.00","167,075"
550,11. February 2020,"5,696.00","5,714.00","170,000"
551,10. February 2020,"5,659.50","5,668.00","171,750"
552,07. February 2020,"5,653.00","5,670.00","171,525"
553,06. February 2020,"5,726.00","5,740.00","174,800"
554,05. February 2020,"5,714.00","5,735.00","176,575"
555,04. February 2020,"5,652.00","5,666.00","178,325"
556,03. February 2020,"5,595.00","5,602.00","179,800"
557,31. January 2020,"5,570.00","5,588.00","180,725"
558,30. January 2020,"5,621.00","5,635.00","182,550"
559,29. January 2020,"5,698.00","5,723.00","183,825"
560,28. January 2020,"5,715.00","5,746.00","185,300"
561,27. January 2020,"5,779.00","5,809.00","187,250"
562,24. January 2020,"5,968.00","5,996.00","190,075"
563,23. January 2020,"6,050.00","6,082.00","190,350"
564,22. January 2020,"6,103.50","6,139.00","195,375"
565,21. January 2020,"6,158.50","6,186.00","162,925"
566,20. January 2020,"6,245.00","6,271.00","124,225"
567,17. January 2020,"6,276.50","6,306.00","125,250"
568,16. January 2020,"6,300.50","6,330.00","126,775"
569,15. January 2020,"6,232.00","6,270.00","128,050"
570,14. January 2020,"6,247.00","6,280.00","128,100"
571,13. January 2020,"6,177.00","6,201.00","130,000"
572,10. January 2020,"6,157.00","6,184.00","132,725"
573,09. January 2020,"6,156.00","6,186.00","135,800"
574,08. January 2020,"6,154.00","6,175.00","138,400"
575,07. January 2020,"6,134.50","6,159.00","140,925"
576,06. January 2020,"6,097.50","6,119.50","142,900"
577,03. January 2020,"6,077.00","6,105.00","144,525"
578,02. January 2020,"6,165.50","6,192.00","144,675"
579,31. December 2019,"6,156.00","6,183.00","145,700"
580,30. December 2019,"6,183.50","6,215.00","147,125"
581,27. December 2019,"6,211.00","6,240.00","147,350"
582,24. December 2019,"6,184.50","6,213.00","149,075"
583,23. December 2019,"6,153.00","6,171.00","151,100"
584,20. December 2019,"6,155.50","6,186.00","154,450"
585,19. December 2019,"6,161.00","6,185.00","157,500"
586,18. December 2019,"6,126.50","6,161.00","160,825"
587,17. December 2019,"6,175.00","6,196.00","162,225"
588,16. December 2019,"6,155.50","6,163.00","167,475"
589,13. December 2019,"6,154.00","6,177.00","171,800"
590,12. December 2019,"6,097.00","6,119.00","175,825"
591,11. December 2019,"6,083.00","6,109.00","181,700"
592,10. December 2019,"6,055.00","6,087.00","185,200"
593,09. December 2019,"5,985.00","6,012.00","190,825"
594,06. December 2019,"5,867.50","5,900.00","193,800"
595,05. December 2019,"5,855.00","5,885.00","198,425"
596,04. December 2019,"5,823.00","5,850.00","202,950"
597,03. December 2019,"5,812.00","5,835.00","206,250"
598,02. December 2019,"5,855.50","5,877.00","208,525"
599,29. November 2019,"5,854.00","5,877.00","208,625"
600,28. November 2019,"5,881.50","5,905.00","210,200"
601,27. November 2019,"5,925.50","5,950.00","213,200"
602,26. November 2019,"5,856.00","5,872.00","214,200"
603,25. November 2019,"5,872.50","5,886.50","216,100"
604,22. November 2019,"5,834.00","5,851.00","218,925"
605,21. November 2019,"5,813.00","5,830.50","222,075"
606,20. November 2019,"5,873.00","5,898.00","220,950"
607,19. November 2019,"5,821.50","5,843.00","219,475"
608,18. November 2019,"5,828.00","5,851.00","221,450"
609,15. November 2019,"5,812.00","5,835.00","224,775"
610,14. November 2019,"5,835.00","5,854.00","221,725"
611,13. November 2019,"5,823.00","5,850.00","224,425"
612,12. November 2019,"5,838.00","5,860.00","229,350"
613,11. November 2019,"5,857.00","5,877.00","234,200"
614,08. November 2019,"5,951.50","5,965.50","235,950"
615,07. November 2019,"5,941.00","5,949.00","238,550"
616,06. November 2019,"5,913.50","5,932.00","241,925"
617,05. November 2019,"5,880.00","5,912.00","248,000"
618,04. November 2019,"5,846.50","5,875.00","251,475"
619,01. November 2019,"5,797.00","5,819.00","255,025"
620,31. October 2019,"5,825.00","5,850.00","263,400"
621,30. October 2019,"5,883.00","5,913.00","270,325"
622,29. October 2019,"5,879.50","5,902.00","250,750"
623,28. October 2019,"5,888.50","5,910.00","255,650"
624,25. October 2019,"5,867.50","5,887.00","261,025"
625,24. October 2019,"5,869.00","5,887.00","265,250"
626,23. October 2019,"5,773.00","5,801.00","269,525"
627,22. October 2019,"5,794.00","5,826.00","270,350"
628,21. October 2019,"5,820.00","5,843.00","268,200"
629,18. October 2019,"5,751.00","5,775.00","268,400"
630,17. October 2019,"5,726.50","5,758.00","275,100"
631,16. October 2019,"5,684.00","5,709.00","275,575"
632,15. October 2019,"5,745.00","5,780.00","274,975"
633,14. October 2019,"5,718.50","5,755.00","277,350"
634,11. October 2019,"5,763.00","5,797.00","282,325"
635,10. October 2019,"5,698.50","5,732.00","285,600"
636,09. October 2019,"5,660.00","5,692.00","283,125"
637,08. October 2019,"5,650.50","5,688.00","283,350"
638,07. October 2019,"5,626.00","5,668.50","285,600"
639,04. October 2019,"5,599.00","5,635.00","288,425"
640,03. October 2019,"5,626.00","5,657.00","290,250"
641,02. October 2019,"5,629.00","5,662.00","254,075"
642,01. October 2019,"5,610.00","5,640.00","258,775"
643,30. September 2019,"5,728.00","5,761.00","264,425"
644,27. September 2019,"5,714.00","5,743.00","266,225"
645,26. September 2019,"5,757.00","5,792.00","271,875"
646,25. September 2019,"5,718.50","5,750.00","276,825"
647,24. September 2019,"5,761.00","5,790.00","280,150"
648,23. September 2019,"5,695.00","5,728.00","283,550"
649,20. September 2019,"5,777.50","5,805.00","287,150"
650,19. September 2019,"5,758.50","5,790.00","290,800"
651,18. September 2019,"5,745.00","5,780.00","295,800"
652,17. September 2019,"5,762.00","5,797.00","299,325"
653,16. September 2019,"5,877.00","5,907.50","301,925"
654,13. September 2019,"5,870.00","5,896.00","296,625"
655,12. September 2019,"5,842.50","5,875.00","299,750"
656,11. September 2019,"5,765.00","5,795.00","305,225"
657,10. September 2019,"5,738.00","5,767.00","310,450"
658,09. September 2019,"5,771.00","5,795.00","310,350"
659,06. September 2019,"5,787.50","5,814.00","313,275"
660,05. September 2019,"5,777.00","5,802.00","318,675"
661,04. September 2019,"5,663.00","5,691.00","323,550"
662,03. September 2019,"5,537.00","5,562.00","330,050"
663,02. September 2019,"5,610.50","5,637.00","335,850"
664,30. August 2019,"5,678.00","5,696.00","337,675"
665,29. August 2019,"5,722.00","5,738.50","336,575"
666,28. August 2019,"5,653.00","5,674.00","334,700"
667,27. August 2019,"5,662.00","5,686.00","333,975"
668,23. August 2019,"5,675.00","5,698.00","331,925"
669,22. August 2019,"5,668.00","5,690.50","328,250"
670,21. August 2019,"5,696.50","5,724.50","329,575"
671,20. August 2019,"5,698.00","5,730.00","329,600"
672,19. August 2019,"5,755.50","5,790.00","330,125"
673,16. August 2019,"5,710.00","5,735.00","331,975"
674,15. August 2019,"5,696.50","5,729.00","301,750"
675,14. August 2019,"5,732.00","5,756.00","271,800"
676,13. August 2019,"5,697.00","5,727.00","272,550"
677,12. August 2019,"5,724.50","5,750.00","273,350"
678,09. August 2019,"5,744.00","5,767.00","271,725"
679,08. August 2019,"5,723.00","5,748.00","274,525"
680,07. August 2019,"5,673.50","5,705.00","275,950"
681,06. August 2019,"5,667.00","5,691.00","277,975"
682,05. August 2019,"5,647.00","5,678.00","283,275"
683,02. August 2019,"5,769.00","5,793.00","286,600"
684,01. August 2019,"5,876.00","5,903.00","287,800"
685,31. July 2019,"5,926.00","5,950.00","290,500"
686,30. July 2019,"5,943.00","5,967.00","292,500"
687,29. July 2019,"5,949.50","5,972.50","292,950"
688,26. July 2019,"5,945.00","5,966.00","294,125"
689,25. July 2019,"6,010.00","6,035.00","295,475"
690,24. July 2019,"5,980.00","6,001.00","295,000"
691,23. July 2019,"5,968.50","5,999.00","293,375"
692,22. July 2019,"6,007.50","6,030.00","295,725"
693,19. July 2019,"6,066.00","6,078.00","296,450"
694,18. July 2019,"5,948.00","5,956.00","298,025"
695,17. July 2019,"5,922.00","5,938.00","299,600"
696,16. July 2019,"5,959.00","5,981.00","292,925"
697,15. July 2019,"5,997.50","5,995.00","285,825"
698,12. July 2019,"5,950.00","5,965.00","288,200"
699,11. July 2019,"5,925.00","5,935.00","290,000"
700,10. July 2019,"5,862.50","5,880.00","293,525"
701,09. July 2019,"5,805.00","5,822.00","296,025"
702,08. July 2019,"5,912.00","5,930.00","298,300"
703,05. July 2019,"5,857.00","5,870.00","302,975"
704,04. July 2019,"5,900.00","5,915.00","271,525"
705,03. July 2019,"5,874.00","5,887.00","272,500"
706,02. July 2019,"5,910.00","5,926.00","239,925"
707,01. July 2019,"5,999.00","6,012.00","240,900"
708,28. June 2019,"5,972.00","5,981.50","241,400"
709,27. June 2019,"5,953.50","5,967.50","241,175"
710,26. June 2019,"6,006.00","6,017.50","241,700"
711,25. June 2019,"5,985.50","6,005.00","242,875"
712,24. June 2019,"5,917.00","5,932.50","244,725"
713,21. June 2019,"5,941.00","5,952.00","246,050"
714,20. June 2019,"5,962.00","5,972.00","247,050"
715,19. June 2019,"5,895.00","5,920.00","248,375"
716,18. June 2019,"5,848.50","5,876.00","250,750"
717,17. June 2019,"5,756.00","5,790.00","251,350"
718,14. June 2019,"5,805.50","5,827.50","252,425"
719,13. June 2019,"5,797.50","5,830.00","248,550"
720,12. June 2019,"5,828.50","5,848.00","210,900"
721,11. June 2019,"5,905.00","5,916.00","211,225"
722,10. June 2019,"5,788.00","5,811.00","211,350"
723,07. June 2019,"5,770.00","5,785.50","211,575"
724,06. June 2019,"5,805.00","5,823.00","211,650"
725,05. June 2019,"5,832.50","5,859.50","212,050"
726,04. June 2019,"5,804.00","5,827.00","211,775"
727,03. June 2019,"5,796.00","5,820.00","211,800"
728,31. May 2019,"5,780.50","5,819.00","212,000"
729,30. May 2019,"5,823.00","5,854.00","212,450"
730,29. May 2019,"5,864.50","5,890.00","185,000"
731,28. May 2019,"5,956.50","5,980.00","185,575"
732,24. May 2019,"5,919.00","5,950.00","185,825"
733,23. May 2019,"5,860.00","5,897.00","186,475"
734,22. May 2019,"5,920.00","5,957.00","187,700"
735,21. May 2019,"6,004.00","6,035.00","189,250"
736,20. May 2019,"5,985.00","6,011.00","188,725"
737,17. May 2019,"6,025.00","6,044.00","190,550"
738,16. May 2019,"6,089.00","6,113.00","191,725"
739,15. May 2019,"6,002.00","6,032.00","194,250"
740,14. May 2019,"6,007.00","6,040.00","198,650"
741,13. May 2019,"6,042.50","6,069.00","203,750"
742,10. May 2019,"6,135.50","6,146.50","211,475"
743,09. May 2019,"6,112.00","6,121.00","217,975"
744,08. May 2019,"6,103.00","6,126.00","227,200"
745,07. May 2019,"6,174.00","6,178.00","230,075"
746,03. May 2019,"6,180.00","6,180.50","228,275"
747,02. May 2019,"6,214.00","6,215.00","231,950"
748,01. May 2019,"6,398.00","6,384.00","225,925"
749,30. April 2019,"6,442.00","6,435.00","229,175"
750,29. April 2019,"6,376.00","6,372.00","232,225"
751,26. April 2019,"6,393.00","6,388.00","195,900"
752,25. April 2019,"6,375.50","6,380.00","194,800"
753,24. April 2019,"6,437.50","6,442.00","186,125"
754,23. April 2019,"6,430.00","6,439.50","188,300"
755,18. April 2019,"6,448.00","6,456.00","189,225"
756,17. April 2019,"6,509.00","6,533.00","190,650"
757,16. April 2019,"6,460.00","6,488.00","190,500"
758,15. April 2019,"6,456.00","6,475.00","191,750"
759,12. April 2019,"6,490.00","6,514.50","192,425"
760,11. April 2019,"6,432.50","6,443.00","194,425"
761,10. April 2019,"6,447.00","6,466.00","197,525"
762,09. April 2019,"6,498.00","6,507.00","198,275"
763,08. April 2019,"6,432.50","6,452.00","197,550"
764,05. April 2019,"6,419.00","6,434.00","198,300"
765,04. April 2019,"6,444.00","6,465.00","198,325"
766,03. April 2019,"6,483.00","6,488.00","167,950"
767,02. April 2019,"6,431.00","6,440.00","167,425"
768,01. April 2019,"6,498.00","6,492.00","168,525"
769,29. March 2019,"6,485.00","6,478.00","168,525"
770,28. March 2019,"6,385.00","6,372.50","169,950"
771,27. March 2019,"6,338.50","6,340.00","170,725"
772,26. March 2019,"6,361.00","6,340.00","172,275"
773,25. March 2019,"6,328.00","6,324.00","173,800"
774,22. March 2019,"6,375.00","6,369.00","175,325"
775,21. March 2019,"6,520.00","6,501.00","176,450"
776,20. March 2019,"6,487.00","6,469.00","179,275"
777,19. March 2019,"6,500.00","6,484.00","181,200"
778,18. March 2019,"6,492.00","6,458.00","183,825"
779,15. March 2019,"6,410.00","6,400.50","186,425"
780,14. March 2019,"6,409.00","6,390.50","144,625"
781,13. March 2019,"6,529.00","6,486.00","111,775"
782,12. March 2019,"6,510.00","6,483.00","112,725"
783,11. March 2019,"6,435.00","6,402.00","113,525"
784,08. March 2019,"6,398.50","6,368.00","116,725"
785,07. March 2019,"6,458.00","6,420.50","120,075"
786,06. March 2019,"6,505.00","6,454.00","116,875"
787,05. March 2019,"6,553.50","6,488.00","118,600"
788,04. March 2019,"6,420.00","6,398.00","123,425"
789,01. March 2019,"6,572.00","6,524.00","126,100"
790,28. February 2019,"6,536.00","6,494.00","128,475"
791,27. February 2019,"6,533.00","6,494.00","130,925"
792,26. February 2019,"6,471.00","6,465.00","133,075"
793,25. February 2019,"6,546.00","6,495.50","132,450"
794,22. February 2019,"6,489.00","6,458.50","133,825"
795,21. February 2019,"6,391.00","6,372.50","137,700"
796,20. February 2019,"6,351.50","6,337.00","139,500"
797,19. February 2019,"6,246.50","6,236.00","139,400"
798,18. February 2019,"6,269.50","6,240.00","140,175"
799,15. February 2019,"6,190.00","6,183.50","143,175"
800,14. February 2019,"6,178.50","6,179.00","145,525"
801,13. February 2019,"6,120.00","6,130.00","147,900"
802,12. February 2019,"6,102.00","6,118.50","148,250"
803,11. February 2019,"6,148.00","6,165.00","148,550"
804,08. February 2019,"6,207.00","6,228.00","149,200"
805,07. February 2019,"6,227.00","6,246.50","149,400"
806,06. February 2019,"6,210.00","6,230.50","149,550"
807,05. February 2019,"6,174.00","6,191.00","149,800"
808,04. February 2019,"6,076.50","6,105.00","149,900"
809,01. February 2019,"6,097.50","6,125.00","149,950"
810,31. January 2019,"6,148.00","6,167.50","149,200"
811,30. January 2019,"6,077.00","6,096.00","149,100"
812,29. January 2019,"6,007.00","6,029.00","147,600"
813,28. January 2019,"5,996.00","6,027.00","146,475"
814,25. January 2019,"5,901.00","5,925.50","146,275"
815,24. January 2019,"5,885.00","5,922.00","145,675"
816,23. January 2019,"5,920.50","5,956.00","145,575"
817,22. January 2019,"5,926.50","5,962.00","145,025"
818,21. January 2019,"5,951.50","5,985.00","145,025"
819,18. January 2019,"6,022.00","6,045.00","135,100"
820,17. January 2019,"5,933.00","5,965.00","134,975"
821,16. January 2019,"5,911.00","5,948.00","135,025"
822,15. January 2019,"5,882.00","5,916.00","133,600"
823,14. January 2019,"5,861.00","5,893.00","133,700"
824,11. January 2019,"5,926.50","5,950.00","133,700"
825,10. January 2019,"5,908.50","5,932.00","133,600"
826,09. January 2019,"5,964.00","5,982.00","132,675"
827,08. January 2019,"5,904.50","5,922.00","132,350"
828,07. January 2019,"5,889.50","5,914.00","132,350"
829,04. January 2019,"5,840.00","5,860.00","132,400"
830,03. January 2019,"5,811.00","5,837.00","132,400"
831,02. January 2019,"5,839.00","5,862.00","132,175"
832,31. December 2018,"5,965.00","5,981.00","132,175"
833,28. December 2018,"6,018.00","6,025.50","130,025"
834,27. December 2018,"5,990.00","6,010.00","130,325"
835,24. December 2018,"5,931.50","5,960.50","129,725"
836,21. December 2018,"5,987.00","6,005.00","129,725"
837,20. December 2018,"6,015.00","6,035.00","128,225"
838,19. December 2018,"5,987.00","6,013.00","128,350"
839,18. December 2018,"6,043.00","6,070.00","122,000"
840,17. December 2018,"6,095.50","6,110.00","121,800"
841,14. December 2018,"6,104.00","6,101.00","121,225"
842,13. December 2018,"6,196.00","6,185.00","119,975"
843,12. December 2018,"6,151.00","6,144.00","119,900"
844,11. December 2018,"6,163.00","6,156.00","121,300"
845,10. December 2018,"6,112.00","6,110.00","122,500"
846,07. December 2018,"6,173.00","6,162.50","124,450"
847,06. December 2018,"6,112.00","6,102.00","124,950"
